Date,Carrier,Tracking #,Order #,Delivery City,Star Rating,FeedbackCategory,Subcategory,Comment
Thu Feb 02 00:00:00 GMT 2023,ups,"	1Z1W1R130319427103","	72275864",KEY LARGO; FL; US; 33037,5,Thanks/Praise,Thanks/Praise,I received my book order much faster than I had anticipated!! Great service!!
Thu Feb 02 00:00:00 GMT 2023,MI,"	92419902712015573015929412","	null",MOBILE; AL; US; 36609,5,Thanks/Praise,Thanks/Praise,Great on time delivery
Thu Feb 02 00:00:00 GMT 2023,MI,"	92419902712015573016457327","	72377003",NEW ORLEANS; LA; US; 70126,5,No Comment,No Comment,No Comment
Thu Feb 02 00:00:00 GMT 2023,ups,"	1Z1W1R130319474428","	72306046",WEST SENECA; NY; US; 14224,5,Thanks/Praise,Thanks/Praise,thanks
Thu Feb 02 00:00:00 GMT 2023,MI,"	92419902712015573015637126","	72093485",HOLLEY; NY; US; 14470,5,Thanks/Praise,Thanks/Praise,Fantastic!
Thu Feb 02 00:00:00 GMT 2023,MI,"	92419902712015573015929597","	72206612",CARBONDALE; CO; US; 81623,1,Other,Other,Shipping
Thu Feb 02 00:00:00 GMT 2023,MI,"	92419902712015573015338009","	71941490",RAMSEY; IN; US; 47166,1,Stalled Tracking,Stalled Tracking,Lost packige
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573016246365","	72310699",JACKSON; GA; US; 30233,5,Thanks/Praise,Thanks/Praise,Ease of use
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573016287122","	72326079",LINCOLNTON; NC; US; 28092,5,Thanks/Praise,Thanks/Praise,"I love the converse, and ease of ordering books. And I love that it gives his classroom books also."
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573015949670","	null",FREDERICKSBRG; VA; US; 22408,1,No Package Received,No Package Received,We did not receive the package at my school.  Staff was available to receive it.
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573016017361","	72234929",SACRAMENTO; CA; US; 95838,1,No Package Received,No Package Received,Product still has not shown up.
Wed Feb 01 00:00:00 GMT 2023,ups,"	1Z1W1R130319523946","	72332914",NOBLESVILLE; IN; US; 46060,5,Thanks/Praise,Thanks/Praise,Super fast delivery and terrific book offerings. Thank you!!
Wed Feb 01 00:00:00 GMT 2023,ups,"	1Z1W1R130319557768","	72350049",LAKELAND; FL; US; 33813,5,Thanks/Praise,Thanks/Praise,Quick service
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573015940622","	null",RICHMOND; VA; US; 23222,5,Thanks/Praise,Thanks/Praise,I have used Scholastic Book Club for many years! Always very satisfied with ordering and receiving my orders.
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573016314569","	72335864",,5,Thanks/Praise,Thanks/Praise,There is a great selection and your site is easy to use!  My kids are so excited to get their books - one student paid for her books all in quarters!!!!
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573016108625","	72264652",ROYAL OAK; MI; US; 48073,3,Stalled Tracking,Stalled Tracking,Keeps going from Ohio to Michigan back to Ohio. Last time this happened it took over 3 weeks to get my package.
Wed Feb 01 00:00:00 GMT 2023,MI,"	92419902712015573015849611","	72177628",SAN YSIDRO; CA; US; 92173,1,No Package Received,No Package Received,"I did not receive the package at school, so I had to file a claim with UPS."
Tue Jan 31 00:00:00 GMT 2023,MI,"	MI011127C722455241","	72245524",,1,No Package Received,No Package Received,Cannot get a human to help get my package to my house even though youâ€™ve already brought one package earlier.  Service center wonâ€™t let you talk with a human.
Tue Jan 31 00:00:00 GMT 2023,ups,"	1Z1W1R130319261989","	72179717",SAN DIEGO; CA; US; 92109,1,Damaged/Missing Item(s),Damaged Item(s),"I received a notice that the books would be delivered on 1/26. They were not delivered and I hit a notice that they â€œmissed meâ€. I work at a school. Other Scholastic orders were delivered. They finally arrived today, Jan. 31. The box was damaged and open on one end as if it had been mishandled. Everything was intact, but my students were so excited and then they were deflated when their book order was so late."
Tue Jan 31 00:00:00 GMT 2023,MI,"	92419902712015573016246181","	72310645",DAYTON; OH; US; 45429,5,Thanks/Praise,Thanks/Praise,My son loves books. And they always have great deals. Plus itâ€™s nice to be able to help his teacher out so other kids can enjoy books too..
Tue Jan 31 00:00:00 GMT 2023,ups,"	1Z1W1R130319382705","	72246645",ALHAMBRA; CA; US; 91801,5,Thanks/Praise,Thanks/Praise,Books arrived very quickly and all orders were accurate!  Thank you!
Mon Jan 30 00:00:00 GMT 2023,MI,"	92419902712015573016056735","	72246703",CHARLESTON; WV; US; 25302,5,Thanks/Praise,Thanks/Praise,you got right on the order and it didnt take too long to get it
Mon Jan 30 00:00:00 GMT 2023,ups,"	1Z1W1R130319389600","	72253351",HEBER CITY; UT; US; 84032,1,After Hours Delivery,After Hours Delivery,I am still at the school. The front office staff is still at the school. They stay until after 4. The front door is open. If not it tells you to leave the box inside the plastic storage chest/locker bby the front door. THe secretaries are still there all lights are on.
Mon Jan 30 00:00:00 GMT 2023,MI,"	92419902712015573015909704","	72198768",NEW ORLEANS; LA; US; 70131,5,Thanks/Praise,Thanks/Praise,On time and came when said.
Mon Jan 30 00:00:00 GMT 2023,ups,"	1Z1W1R130319346361","	72224845",SAN YSIDRO; CA; US; 92173,5,Thanks/Praise,Thanks/Praise,Great customer service!
Mon Jan 30 00:00:00 GMT 2023,ups,"	1Z1W1R130319405145","	72261122",ROCKVILLE; MD; US; 20853,5,Thanks/Praise,Thanks/Praise,Love that my book box arrived so quickly!!!
Mon Jan 30 00:00:00 GMT 2023,MI,"	92419902712015573015034864","	null",SYLMAR; CA; US; 91342,1,Delivered Late,Delivered Late,The delivery date was after it was supposed to arrive. I had to go to the post office twice to track the package and I delivered the orders to the student homes because they were already on Winter Break.
Mon Jan 30 00:00:00 GMT 2023,ups,"	1Z1W1R130319322369","	null",ZIONSVILLE; IN; US; 46077,1,No Package Received,No Package Received,I was not sent my order.
Mon Jan 30 00:00:00 GMT 2023,ups,"	1Z1W1R130319454646","	72297388",ELLINGTON; CT; US; 06029,5,Thanks/Praise,Thanks/Praise,such fast delivery this year!
Sun Jan 29 00:00:00 GMT 2023,ups,"	1Z1W1R130319293614","	72197007",SAN FRANCISCO; CA; US; 94112,1,Other,Other,My number could not be saved. :(
Sun Jan 29 00:00:00 GMT 2023,MI,"	92419902712015573015840441","	72174977",BAKERSFIELD; CA; US; 93307,2,Delivered Late,Delivered Late,I donâ€™t appreciate that my package gets transfer to USPS so therefore I donâ€™t receive it for extra multiple days. It should have been delivered by UPS on Friday to my business address rather than transferred.
Sat Jan 28 00:00:00 GMT 2023,ups,"	1Z1W1R130319296657","	72198457",EL CENTRO; CA; US; 92243,5,Thanks/Praise,Thanks/Praise,My books arrived right on time.
Sat Jan 28 00:00:00 GMT 2023,ups,"	7807453916","	null",SAN JUAN; PR; 00925,5,Thanks/Praise,Thanks/Praise,"Super fast shipping, books arrived in excellent condition!"
Fri Jan 27 00:00:00 GMT 2023,MI,"	92419902712015573015650255","	72097334",LAS VEGAS; NV; US; 89122,1,After Hours Delivery,After Hours Delivery,"This is a school you canâ€™t deliver books when the school is closed. and if the school is closed, you should attempt delivery on the following day. Iâ€™m still waiting for my books."
Fri Jan 27 00:00:00 GMT 2023,ups,"	1Z1W1R130319407321","	72262194",CHESTERFIELD; MO; US; 63005,1,No Package Received,No Package Received,Where is my box? I cannot find them. Where were they delivered?
Fri Jan 27 00:00:00 GMT 2023,ups,"	1Z1W1R130319418364","	72224213",FREWSBURG; NY; US; 14738,5,Thanks/Praise,Thanks/Praise,quick service
Fri Jan 27 00:00:00 GMT 2023,MI,"	92419902712015573015689897","	null",MINOT; ME; US; 04258,1,Damaged/Missing Item(s),Missing Item(s),Easton Ayotte placed an online order and it did not come with my class order.
Fri Jan 27 00:00:00 GMT 2023,ups,"	1Z1W1R130319295818","	72198142",ARLETA; CA; US; 91331,4,Damaged/Missing Item(s),Missing Item(s),"Delivery came in 4 days. No damaged items, but 1 missing item though."
Fri Jan 27 00:00:00 GMT 2023,MI,"	92419902712015573015840021","	72174845",SPURLOCKVILLE; WV; US; 25565,1,Other,Other,Need to be better at training
Fri Jan 27 00:00:00 GMT 2023,ups,"	1Z1W1R130319383553","	72247357",MAYWOOD; IL; US; 60153,5,Thanks/Praise,Thanks/Praise,Excellent
Thu Jan 26 00:00:00 GMT 2023,ups,"	1Z1W1R130319324769","	72215758",MITCHELL; SD; US; 57301,5,Thanks/Praise,Thanks/Praise,Very fast delivery!!!
Thu Jan 26 00:00:00 GMT 2023,MI,"	92419902712015573014585527","	null",ROCK HILL; SC; US; 29732,1,No Package Received,No Package Received,I did not receive the order.
Thu Jan 26 00:00:00 GMT 2023,ups,"	1Z1W1R130319321673","	72214320",BROOKLYN; NY; US; 11225,3,No Comment,No Comment,No Comment
Thu Jan 26 00:00:00 GMT 2023,MI,"	92419902712015573015627486","	null",,1,Stalled Tracking,Stalled Tracking,I still donâ€™t have my package AND thereâ€™s no way to track it. It looks like it left you on the 18th of January.
Thu Jan 26 00:00:00 GMT 2023,MI,"	92419902712015573015583263","	72067254",GARDENA; CA; US; 90247,1,No Package Received,No Package Received,I never received my package. I tracked it and it shows as delivered but I did not receive the books.
Thu Jan 26 00:00:00 GMT 2023,ups,"	1Z1W1R130319316116","	72210853",PHILADELPHIA; PA; US; 19111,5,Thanks/Praise,Thanks/Praise,Received book package quickly and in good condition!  Thank you!
Wed Jan 25 00:00:00 GMT 2023,ups,"	1Z1W1R130319220111","	72151655",SAN FRANCISCO; CA; US; 94112,5,Thanks/Praise,Thanks/Praise,Delivered when promised.
Wed Jan 25 00:00:00 GMT 2023,MI,"	9205590295388102812461","	72239144",,1,Stalled Tracking,Stalled Tracking,cannot track as stated
Wed Jan 25 00:00:00 GMT 2023,MI,"	92419902712015573015956074","	72215389",DOUGLASVILLE; GA; US; 30135,5,Thanks/Praise,Thanks/Praise,The online ordering makes it easy to place an order.
Wed Jan 25 00:00:00 GMT 2023,MI,"	92419902712015573015589180","	72071272",LA GRANGE; TX; US; 78945,5,Thanks/Praise,Thanks/Praise,The box of books wasnot bent or crushed!
Wed Jan 25 00:00:00 GMT 2023,ups,"	1Z1W1R130319099432","	72078631",KAHULUI; HI; US; 96732,4,Damaged/Missing Item(s),Damaged Item(s),"Box was smashed and left an opening in the corner of the box. Luckily, the contents were still intact."
Wed Jan 25 00:00:00 GMT 2023,MI,"	92419902712015573015678709","	72106503",MANTECA; CA; US; 95336,5,Thanks/Praise,Thanks/Praise,Books were sent in a timely manner.
Tue Jan 24 00:00:00 GMT 2023,ups,"	1Z1W1R130319223798","	72155556",SCARSDALE; NY; US; 10583,5,No Comment,No Comment,No Comment
Tue Jan 24 00:00:00 GMT 2023,ups,"	1Z1W1R130319077189","	null",DENVER; CO; US; 80219,5,Thanks/Praise,Thanks/Praise,The package made it during school hours!!
Tue Jan 24 00:00:00 GMT 2023,MI,"	92419902712015573015767861","	72143716",ZACHARY; LA; US; 70791,5,Thanks/Praise,Thanks/Praise,Love shopping with Scholastic and I always get my book box super quick!
Tue Jan 24 00:00:00 GMT 2023,MI,"	92419902712015573015093953","	71887043",AUSTIN; TX; US; 78729,3,Delivered Late,Delivered Late,"My book box got caught in the northwest weather storm.  I got an email that it had been transferred from UPS to the USPS but they tried to deliver it when the school was closed for the Winter Break.  My kids didn't get their books until the middle of the first week of January.  Also, I kept one copy of the book in the classroom and it has already started falling apart."
Tue Jan 24 00:00:00 GMT 2023,MI,"	92419902712015573015798179","	72156329",KENOSHA; WI; US; 53142,5,Thanks/Praise,Thanks/Praise,Always fun to order with Scholastic!
Tue Jan 24 00:00:00 GMT 2023,ups,"	1Z1W1R130319265083","	72181049",OXNARD; CA; US; 93030,5,Thanks/Praise,Thanks/Praise,Yay
Mon Jan 23 00:00:00 GMT 2023,MI,"	92419902712015573015590636","	72072080",IOWA CITY; IA; US; 52245,4,Thanks/Praise,Thanks/Praise,Nice to see this opportunity
Mon Jan 23 00:00:00 GMT 2023,ups,"	1Z1W1R130318949882","	71973839",OTISVILLE; NY; US; 10963,5,Thanks/Praise,Thanks/Praise,"Great books, quick delivery!"
Mon Jan 23 00:00:00 GMT 2023,ups,"	1Z1W1R130319123995","	null",IRVINE; CA; US; 92614,3,Delivered Late,Delivered Late,The order was delivered to the wrong address. Fortunately a neighbor returned it to me.
Mon Jan 23 00:00:00 GMT 2023,ups,"	1Z1W1R13YW19176387","	72122462",SPRINGDALE; AR; US; 72764,5,Thanks/Praise,Thanks/Praise,Very easy to order online
Sat Jan 21 00:00:00 GMT 2023,MI,"	92419902712015573015303502","	71933177",SAN DIEGO; CA; US; 92119,1,Stalled Tracking,Stalled Tracking,It has been saying delivery date for the last 2 weeks. Where is the box?
Sat Jan 21 00:00:00 GMT 2023,ups,"	1Z1W1R130319067976","	72058184",PLANO; TX; US; 75025,5,Thanks/Praise,Thanks/Praise,Fast delivery and box in good condition
Sat Jan 21 00:00:00 GMT 2023,ups,"	1Z1W1R130319084635","	72069377",VERO BEACH; FL; US; 32960,5,Thanks/Praise,Thanks/Praise,Great job
Sat Jan 21 00:00:00 GMT 2023,ups,"	1Z1W1R130319196185","	72138671",FRISCO; TX; US; 75033,5,Thanks/Praise,Thanks/Praise,Great service!
Sat Jan 21 00:00:00 GMT 2023,ups,"	1Z1W1R130319082833","	72068757",AMERICAN CANYON; CA; US; 94503,1,Delivered Late,Delivered Late,"I was told my package would arrive on Friday jan 20 but now it's delayed until Monday jan 23. As a teacher who relies on your books, it's frustrating when they don't arrive when expected."
Sat Jan 21 00:00:00 GMT 2023,MI,"	92419902712015573015735761","	72129068",CARROLLTON; KY; US; 41008,5,Stalled Tracking,Stalled Tracking,getting emails so I can watch for del7very because I live out of town on a hill and like to know when to watch for deliveries
Sat Jan 21 00:00:00 GMT 2023,ups,"	1Z1W1R130319170694","	72119988",CHATTANOOGA; TN; US; 37421,5,Thanks/Praise,Thanks/Praise,Awesome
Sat Jan 21 00:00:00 GMT 2023,ups,"	1Z1W1R130319183984","	72126735",CYPRESS; TX; US; 77429,5,Thanks/Praise,Thanks/Praise,Great and quick to ship
